series,year,gross_er,net_er,fee,is_etf_ever,aum,is_active,is_levinv
S000038247,2013.0,0.0113,0.0075,0.0075,True,,,
S000038247,2014.0,0.0084,0.0076,0.0076,True,,,
S000038247,2015.0,0.0082,0.0075,0.0075,True,,,
S000038247,2016.0,0.0082,0.0076,0.0076,True,,,
S000038247,2017.0,0.0081,0.0076,0.0076,True,,,
S000038247,2018.0,0.0069,0.0075,0.0075,True,215041999.0,True,False
S000038247,2019.0,0.0097,0.0076,0.0076,True,116873409.0,True,False
S000038247,2020.0,0.0083,0.0076,0.0076,True,67450090.0,True,False
S000038247,2021.0,0.0079,0.0076,0.0076,True,73904777.0,True,False
S000038247,2022.0,0.0076,0.0075,0.0075,True,97987796.0,True,False
S000038289,2012.0,0.0055,,0.0055,True,,,
S000038289,2013.0,0.0162,0.0055,0.0055,True,,,
S000038289,2014.0,0.0092,0.0055,0.0055,True,,,
S000038289,2015.0,0.0073,0.0055,0.0055,True,,,
S000038289,2016.0,0.0077,0.0055,0.0055,True,,,
S000038289,2017.0,0.0074,0.0055,0.0055,True,,,
S000038289,2018.0,0.0073,0.0055,0.0055,True,578165259.0,False,False
S000038289,2019.0,0.0082,0.0061,0.0061,True,469674493.94,False,False
S000038289,2020.0,0.0112,0.0075,0.0075,True,196115440.35718575,False,False
S000038289,2021.0,0.0136,0.0066,0.0066,True,61373474.54999999,False,False
S000038289,2022.0,0.0076,0.0056,0.0056,True,40469370.37,False,False
S000038501,2012.0,,0.001,0.001,True,,,
S000038501,2013.0,,0.001,0.001,True,,,
S000038501,2014.0,,0.001,0.001,True,,,
S000038501,2016.0,0.0008,,0.0008,True,,,
S000038501,2017.0,0.0007,,0.0007,True,,,
S000038501,2018.0,0.0006,,0.0006,True,24707574447.341663,False,False
S000038501,2019.0,0.0006,,0.0006,True,28747250630.2292,False,False
S000038501,2020.0,0.0005499999999999999,,0.0005499999999999999,True,33616126756.787495,False,False
S000038501,2021.0,0.0005499999999999999,,0.0005499999999999999,True,46046454478.27167,False,False
S000038501,2022.0,0.0005,,0.0005,True,59709889953.0525,False,False
S000038501,2023.0,0.0005,,0.0005,True,53522366166.14167,False,False
S000038501,2024.0,0.0005,,0.0005,True,52038984623.0875,False,False
S000038501,2025.0,0.0002,,0.0002,True,57509231233.035,False,False
S000038520,2012.0,0.003,,0.003,True,,,
S000038520,2014.0,0.003,,0.003,True,,,
S000038520,2015.0,0.003,,0.003,True,,,
S000038520,2016.0,0.003,,0.003,True,,,
S000038520,2017.0,0.003,,0.003,True,,,
S000038520,2018.0,0.003,,0.003,True,2876405362.0,False,False
S000038520,2019.0,0.003,,0.003,True,3031474548.09,False,False
S000038520,2020.0,0.003,,0.003,True,3076239372.99667,False,False
S000038520,2021.0,0.003,,0.003,True,2830065516.86583,False,False
S000038520,2022.0,0.003,,0.003,True,3564021538.695,False,False
S000038520,2023.0,0.003,,0.003,True,3602059787.20167,False,False
S000038520,2024.0,0.003,,0.003,True,3063579921.3566666,False,False
S000038520,2025.0,0.003,,0.003,True,3426003754.7466664,False,False
S000038607,2013.0,0.002,,0.002,True,,,
S000038607,2014.0,0.002,,0.002,True,,,
S000038607,2015.0,0.002,,0.002,True,,,
S000038607,2016.0,0.002,,0.002,True,,,
S000038607,2017.0,0.0021,,0.0021,True,,,
S000038607,2018.0,0.002,,0.002,True,28332545.94,True,False
S000038607,2019.0,0.002,,0.002,True,130412174.0,True,False
S000038607,2020.0,0.002,,0.002,True,232238321.54,True,False
S000038607,2021.0,0.002,,0.002,True,328303275.9715385,True,False
S000038607,2022.0,0.002,,0.002,True,415837224.516923,True,False
S000038607,2023.0,0.002,,0.002,True,430188569.68,True,False
S000038607,2024.0,0.002,,0.002,True,590345750.1923077,True,False
S000038607,2025.0,0.002,,0.002,True,582158330.9507692,True,False
S000038649,2012.0,0.0104,0.0099,0.0099,True,,,
S000038649,2013.0,0.0104,0.0099,0.0099,True,,,
S000038649,2014.0,0.0182,0.0103,0.0103,True,,,
S000038649,2015.0,0.01,0.0099,0.0099,True,,,
S000038649,2016.0,0.0114,0.0107,0.0107,True,,,
S000038649,2017.0,0.0109,0.0106,0.0106,True,,,
S000038649,2018.0,0.0104,0.0106,0.0106,True,,,
S000038649,2019.0,0.0109,0.0107,0.0107,True,64316871.5419452,False,True
S000038649,2021.0,0.0113,0.0107,0.0107,True,20471749.1704842,False,True
S000038649,2022.0,0.0101,,0.0101,True,44178958.97,False,True
S000038649,2023.0,0.011,0.0107,0.0107,True,28761659.0482793,False,True
S000038649,2024.0,0.0111,0.0106,0.0106,True,27557357.8910137,False,True
S000038649,2025.0,0.0106,0.0105,0.0105,True,23933401.0951366,False,True
S000038873,2012.0,0.0038,0.0037,0.0037,True,,,
S000038873,2013.0,0.0038,0.0037,0.0037,True,,,
S000038873,2014.0,0.0039,0.0038,0.0038,True,,,
S000038873,2015.0,0.0038,0.0037,0.0037,True,,,
S000038873,2016.0,0.0038,0.0037,0.0037,True,,,
S000038873,2017.0,0.0038,0.0037,0.0037,True,,,
S000038873,2018.0,0.0038,0.0037,0.0037,True,,,
S000038873,2019.0,0.0037,0.0037,0.0037,True,1867339435.83,False,False
S000038873,2020.0,0.0038,0.0037,0.0037,True,1867339435.83,False,False
S000038873,2021.0,0.0038,0.0037,0.0037,True,1469396709.639231,False,False
S000038873,2022.0,0.0038,0.0037,0.0037,True,765244062.6342309,False,False
S000038873,2023.0,0.0038,0.0037,0.0037,True,1632174683.06,False,False
S000038873,2024.0,0.0038,0.0037,0.0037,True,1590865038.78,False,False
S000038873,2025.0,0.004,0.0039,0.0039,True,1758716826.9,False,False
S000038874,2012.0,0.0038,0.0037,0.0037,True,,,
S000038874,2013.0,0.0038,0.0037,0.0037,True,,,
S000038874,2014.0,0.0039,0.0038,0.0038,True,,,
S000038874,2015.0,0.0038,0.0037,0.0037,True,,,
S000038874,2016.0,0.0038,0.0037,0.0037,True,,,
S000038874,2017.0,0.0038,0.0037,0.0037,True,,,
S000038874,2018.0,0.0038,0.0037,0.0037,True,,,
S000038874,2019.0,0.0037,0.0037,0.0037,True,52365944.02,False,False
S000038874,2020.0,0.0038,0.0037,0.0037,True,52365944.02,False,False
S000038874,2021.0,0.0038,0.0037,0.0037,True,28933545.80461538,False,False
S000038874,2022.0,0.0038,0.0037,0.0037,True,18828005.3776923,False,False
S000038874,2023.0,0.0038,0.0037,0.0037,True,20667246.84,False,False
S000038875,2012.0,0.0038,0.0037,0.0037,True,,,
S000038875,2013.0,0.0038,0.0037,0.0037,True,,,
S000038875,2014.0,0.0038,0.0037,0.0037,True,,,
S000038875,2015.0,0.0038,0.0037,0.0037,True,,,
S000038875,2016.0,0.0038,0.0037,0.0037,True,,,
S000038875,2017.0,0.0038,0.0037,0.0037,True,,,
S000038875,2018.0,0.0038,0.0037,0.0037,True,,,
S000038875,2019.0,0.0037,0.0037,0.0037,True,319149990.6,False,False
S000038875,2020.0,0.0038,0.0037,0.0037,True,319149990.6,False,False
S000038875,2021.0,0.0038,0.0037,0.0037,True,452891456.39692307,False,False
S000038875,2022.0,0.0038,0.0037,0.0037,True,464732266.39384615,False,False
S000038875,2023.0,0.0038,0.0037,0.0037,True,405511479.38,False,False
S000038875,2024.0,0.0038,0.0037,0.0037,True,342641105.33,False,False
S000038875,2025.0,0.004,0.0039,0.0039,True,370961583.67,False,False
S000038876,2012.0,0.0048,0.0047,0.0047,True,,,
S000038876,2013.0,0.0048,0.0047,0.0047,True,,,
S000038876,2014.0,0.0048,0.0047,0.0047,True,,,
S000038876,2015.0,0.0048,0.0047,0.0047,True,,,
S000038876,2016.0,0.0048,0.0047,0.0047,True,,,
S000038876,2017.0,0.0048,0.0047,0.0047,True,,,
S000038876,2018.0,0.0048,0.0047,0.0047,True,,,
S000038876,2019.0,0.0047,0.0047,0.0047,True,998054721.56,False,False
S000038876,2020.0,0.0048,0.0047,0.0047,True,998054721.56,False,False
S000038876,2021.0,0.0048,0.0047,0.0047,True,579607658.846923,False,False
S000038876,2022.0,0.0048,0.0047,0.0047,True,569851416.9107692,False,False
S000038876,2023.0,0.0048,0.0047,0.0047,True,549220820.62,False,False
S000038876,2024.0,0.0049,0.0047,0.0047,True,523014441.95,False,False
S000038876,2025.0,0.0049,0.0047,0.0047,True,571564207.79,False,False
S000038877,2012.0,0.0048,0.0047,0.0047,True,,,
S000038877,2013.0,0.0048,0.0047,0.0047,True,,,
S000038877,2014.0,0.0048,0.0047,0.0047,True,,,
S000038877,2015.0,0.0049,0.0047,0.0047,True,,,
S000038877,2016.0,0.0048,0.0047,0.0047,True,,,
S000038877,2017.0,0.0049,0.0047,0.0047,True,,,
S000038877,2018.0,0.0048,0.0047,0.0047,True,,,
S000038877,2019.0,0.0047,0.0047,0.0047,True,82908488.0,False,False
S000038877,2020.0,0.0048,0.0047,0.0047,True,82908488.0,False,False
S000038877,2021.0,0.0048,0.0047,0.0047,True,32033436.32153846,False,False
S000038877,2022.0,0.0048,0.0047,0.0047,True,52731245.98076923,False,False
S000038877,2023.0,0.0048,0.0047,0.0047,True,75101386.63,False,False
S000038877,2024.0,0.0051,0.0047,0.0047,True,85935571.17,False,False
S000038877,2025.0,0.0051,0.0047,0.0047,True,71987658.18999998,False,False
S000038878,2012.0,0.0048,0.0047,0.0047,True,,,
S000038878,2013.0,0.0048,0.0047,0.0047,True,,,
S000038878,2014.0,0.0048,0.0047,0.0047,True,,,
S000038878,2015.0,0.0048,0.0047,0.0047,True,,,
S000038878,2016.0,0.0048,0.0047,0.0047,True,,,
S000038878,2017.0,0.0048,0.0047,0.0047,True,,,
S000038878,2018.0,0.0048,0.0047,0.0047,True,,,
S000038878,2019.0,0.0047,0.0047,0.0047,True,97418529.03,False,False
S000038878,2020.0,0.0048,0.0047,0.0047,True,97418529.03,False,False
S000038878,2021.0,0.0048,0.0047,0.0047,True,67453409.84384616,False,False
S000038878,2022.0,0.0048,0.0047,0.0047,True,70274234.03230768,False,False
S000038878,2023.0,0.0048,0.0047,0.0047,True,60960185.41,False,False
S000038878,2024.0,0.0048,0.0047,0.0047,True,32591615.98,False,False
S000038923,2012.0,0.0024,0.0018,0.0018,True,,,
S000038923,2013.0,0.002,0.0018,0.0018,True,,,
S000038923,2014.0,0.0016,0.0016,0.0016,True,,,
S000038923,2015.0,0.0014,0.0018,0.0018,True,,,
S000038923,2016.0,0.0015,0.0014,0.0014,True,,,
S000038923,2017.0,0.0014,0.0014,0.0014,True,,,
S000038923,2018.0,0.0014,0.0014,0.0014,True,45426894701.59307,False,False
S000038923,2019.0,0.0013,0.0013,0.0013,True,54217375435.28,False,False
S000038923,2020.0,0.0011,0.0011,0.0011,True,53364455324.95,False,False
S000038923,2021.0,0.0009,0.0009,0.0009,True,71166866428.6923,False,False
S000038923,2022.0,0.0009,0.0009,0.0009,True,73082088665.44615,False,False
S000038923,2023.0,0.0009,0.0009,0.0009,True,67055610331.65,False,False
S000038923,2024.0,0.0009,0.0009,0.0009,True,74618944038.5646,False,False
S000038923,2025.0,0.0009,0.0009,0.0009,True,85837446608.56384,False,False
S000038926,2012.0,0.0012,,0.0012,True,,,
S000038926,2013.0,0.0013,0.0012,0.0012,True,,,
S000038926,2014.0,0.0012,,0.0012,True,,,
S000038926,2015.0,0.0012,0.0012,0.0012,True,,,
S000038926,2016.0,0.0008,0.0008,0.0008,True,,,
S000038926,2017.0,0.0006,0.0006,0.0006,True,,,
S000038926,2018.0,0.0006,0.0006,0.0006,True,,,
S000038926,2019.0,0.0006,0.0006,0.0006,True,1766703210.14,False,False
S000038926,2020.0,0.0006,0.0006,0.0006,True,1766703210.14,False,False
S000038926,2021.0,0.0006,0.0006,0.0006,True,3850183521.35,False,False
S000038926,2022.0,0.0006,0.0006,0.0006,True,5281602893.6061535,False,False
S000038926,2023.0,0.0006,0.0006,0.0006,True,5850963340.445385,False,False
S000038926,2024.0,0.0006,0.0006,0.0006,True,4650658119.933846,False,False
S000038926,2025.0,0.0006,0.0006,0.0006,True,4110099678.9161534,False,False
S000038930,2012.0,0.0014,,0.0014,True,,,
S000038930,2013.0,0.0014,,0.0014,True,,,
S000038930,2014.0,0.0012,,0.0012,True,,,
S000038930,2015.0,0.0012,,0.0012,True,,,
S000038930,2016.0,0.0008,,0.0008,True,,,
S000038930,2017.0,0.0008,,0.0008,True,,,
S000038930,2018.0,0.0008,,0.0008,True,47296136176.0,False,False
S000038930,2019.0,0.0007,,0.0007,True,59147466642.85,False,False
S000038930,2020.0,0.0007,,0.0007,True,66609470187.42,False,False
S000038930,2021.0,0.0007,,0.0007,True,83139181502.90846,False,False
S000038930,2022.0,0.0007,,0.0007,True,97638736881.66232,False,False
S000038930,2023.0,0.0007,,0.0007,True,91467061854.67078,False,False
S000038930,2024.0,0.0007,,0.0007,True,107380635998.50616,False,False
S000038930,2025.0,0.0007,,0.0007,True,128058373804.38615,False,False
S000038931,2012.0,0.0018,0.0016,0.0016,True,,,
S000038931,2013.0,0.0018,0.0016,0.0016,True,,,
S000038931,2014.0,0.0014,0.0014,0.0014,True,,,
S000038931,2015.0,0.0014,0.0014,0.0014,True,,,
S000038931,2016.0,0.0011,0.0011,0.0011,True,,,
S000038931,2017.0,0.0011,0.0011,0.0011,True,,,
S000038931,2018.0,0.001,0.001,0.001,True,8815571055.0,False,False
S000038931,2019.0,0.0009,0.0009,0.0009,True,12894130087.27,False,False
S000038931,2021.0,0.0009,0.0009,0.0009,True,25102900234.108463,False,False
S000038931,2022.0,0.0007,0.0007,0.0007,True,30180843301.32846,False,False
S000038931,2023.0,0.0007,0.0007,0.0007,True,29494375465.904613,False,False
S000038931,2024.0,0.0007,0.0007,0.0007,True,34034099181.54615,False,False
S000038931,2025.0,0.0007,0.0007,0.0007,True,40394374543.07153,False,False
S000038973,2013.0,0.0035,,0.0035,True,,,
S000038973,2014.0,0.0035,,0.0035,True,,,
S000038973,2015.0,0.0035,,0.0035,True,,,
S000038973,2016.0,0.0035,,0.0035,True,,,
S000038973,2017.0,0.0035,,0.0035,True,,,
S000038973,2018.0,0.0035,,0.0035,True,,,
S000038973,2019.0,,0.0035,0.0035,True,168626009.0,False,False
S000038973,2020.0,0.0035,,0.0035,True,253779109.98,False,False
S000038973,2021.0,0.0035,,0.0035,True,249433601.5953846,False,False
S000038973,2022.0,0.0035,,0.0035,True,402585382.7915385,False,False
S000038973,2023.0,0.0035,,0.0035,True,413977319.93923074,False,False
S000038973,2024.0,0.0035,,0.0035,True,362293083.1607692,False,False
S000038973,2025.0,0.0032,,0.0032,True,317462535.15384614,False,False
S000039240,2014.0,0.0186,0.0164,0.0164,True,,,
S000039240,2015.0,0.0606,0.0159,0.0159,True,,,
S000039240,2016.0,0.0538,0.0158,0.0158,True,,,
S000039240,2017.0,0.0376,0.0115,0.0115,True,,,
S000039240,2018.0,0.0398,0.0075,0.0075,True,7057940.36,False,False
S000039240,2019.0,0.0893,0.011,0.011,True,3255977.93,False,False
S000039240,2020.0,0.063,0.0121,0.0121,True,4171798.26538461,False,False
S000039240,2021.0,0.0836,0.0121,0.0121,True,3313543.27,False,False
S000039493,2013.0,0.0119,,0.0119,True,,,
S000039493,2014.0,0.0129,,0.0129,True,,,
S000039493,2016.0,0.0123,,0.0123,True,,,
S000039493,2017.0,0.0111,,0.0111,True,,,
S000039493,2018.0,0.011,,0.011,True,,,
S000039493,2022.0,0.0113,,0.0113,True,2257980948.83,True,False
S000039493,2023.0,0.0127,,0.0127,True,1913361920.96,True,False
S000039493,2024.0,0.0102,,0.0102,True,1542073762.0,True,False
S000039493,2025.0,0.0069,,0.0069,True,1471001503.81,True,False
S000039599,2013.0,0.0085,,0.0085,True,,,
S000039599,2014.0,0.0085,,0.0085,True,,,
S000039599,2015.0,0.0092,,0.0092,True,,,
S000039599,2016.0,0.0115,,0.0115,True,,,
S000039599,2017.0,0.0162,,0.0162,True,,,
S000039599,2018.0,0.0161,,0.0161,True,,,
S000039599,2019.0,0.0152,,0.0152,True,19235879.0,False,False
S000039599,2020.0,,0.0144,0.0144,True,10201182.35,False,False
S000039638,2013.0,0.0045,,0.0045,True,,,
S000039638,2014.0,,0.0045,0.0045,True,,,
S000039638,2015.0,0.0045,,0.0045,True,,,
S000039638,2016.0,0.0045,,0.0045,True,,,
S000039638,2017.0,0.0045,,0.0045,True,,,
S000039638,2018.0,0.0045,,0.0045,True,,,
S000039638,2019.0,,0.0045,0.0045,True,412053885.21,False,False
S000039638,2020.0,0.0046,,0.0046,True,460531506.34,False,False
S000039638,2021.0,0.0045,,0.0045,True,458664937.95,False,False
S000039638,2022.0,0.0045,,0.0045,True,615089282.95,False,False
S000039638,2023.0,0.0045,,0.0045,True,696975455.39,False,False
S000039638,2024.0,0.0045,,0.0045,True,635270435.77,False,False
S000039638,2025.0,0.0045,,0.0045,True,616174060.11,False,False
S000039638,2026.0,0.0045,,0.0045,True,647014023.75,False,False
S000039654,2013.0,0.0095,,0.0095,True,,,
S000039654,2014.0,0.0095,,0.0095,True,,,
S000039654,2016.0,0.0095,,0.0095,True,,,
S000039654,2017.0,0.0095,,0.0095,True,,,
S000039654,2018.0,0.0095,,0.0095,True,,,
S000039654,2019.0,0.0095,,0.0095,True,227743357.3,True,False
S000039654,2020.0,0.0095,,0.0095,True,165787233.62,True,False
S000039654,2021.0,0.0095,,0.0095,True,129118353.03,True,False
S000039654,2022.0,0.0095,,0.0095,True,1384880568.09,True,False
S000039654,2023.0,0.0095,,0.0095,True,3990129911.75,True,False
S000039654,2024.0,0.0102,,0.0102,True,2851184457.98,True,False
S000039654,2025.0,0.0098,,0.0098,True,2277576918.72,True,False
S000039662,2013.0,0.001,,0.001,True,,,
S000039662,2014.0,0.001,,0.001,True,,,
S000039662,2015.0,0.001,0.001,0.001,True,,,
S000039662,2016.0,0.001,0.001,0.001,True,,,
S000039662,2017.0,0.001,0.001,0.001,True,,,
S000039662,2018.0,0.001,0.001,0.001,True,,,
S000039662,2019.0,0.001,0.001,0.001,True,92643075.06307694,False,False
S000039662,2020.0,0.0011,0.001,0.001,True,92643075.06307694,False,False
S000039663,2013.0,0.001,,0.001,True,,,
S000039663,2014.0,0.001,,0.001,True,,,
S000039663,2015.0,0.001,0.001,0.001,True,,,
S000039663,2016.0,0.001,0.001,0.001,True,,,
S000039663,2017.0,0.001,0.001,0.001,True,,,
S000039663,2018.0,0.001,0.001,0.001,True,,,
S000039663,2019.0,0.001,0.001,0.001,True,45519814.79461538,False,False
S000039663,2020.0,0.001,0.001,0.001,True,45519814.79461538,False,False
S000039663,2021.0,0.001,0.001,0.001,True,26405104.04,False,False
S000039663,2022.0,0.001,0.001,0.001,True,29450993.71846153,False,False
S000039663,2023.0,0.001,0.001,0.001,True,33437615.99538461,False,False
S000039732,2013.0,0.0589,0.005,0.005,True,,,
S000039732,2014.0,0.0098,0.005,0.005,True,,,
S000039732,2015.0,0.0081,0.005,0.005,True,,,
S000039732,2016.0,0.005,,0.005,True,,,
S000039732,2017.0,0.005,,0.005,True,,,
S000039732,2018.0,0.005,,0.005,True,,,
S000039732,2019.0,0.005,,0.005,True,159936387.66,False,False
S000039732,2020.0,0.0051,,0.0051,True,110403389.08,False,False
S000039732,2021.0,0.005,,0.005,True,81497407.53615385,False,False
S000039732,2022.0,0.005,,0.005,True,136834082.22,False,False
S000039732,2023.0,0.005,,0.005,True,124540074.87,False,False
S000039732,2024.0,0.005,,0.005,True,122909264.9,False,False
S000039732,2025.0,0.005,,0.005,True,155190924.73,False,False
S000039794,2013.0,0.002,,0.002,True,,,
S000039794,2014.0,0.0012,,0.0012,True,,,
S000039794,2015.0,0.0012,,0.0012,True,,,
S000039794,2016.0,0.0012,,0.0012,True,,,
S000039794,2017.0,0.0012,,0.0012,True,,,
S000039794,2018.0,0.0012,,0.0012,True,93006655.59,False,False
S000039794,2019.0,0.0012,,0.0012,True,241118985.71,False,False
S000039794,2020.0,0.0012,,0.0012,True,817930731.45,False,False
S000039794,2021.0,0.0012,,0.0012,True,597657482.6469231,False,False
S000039794,2022.0,0.0012,,0.0012,True,633370928.5884615,False,False
S000039794,2023.0,0.0012,,0.0012,True,652459609.8184615,False,False
S000039794,2024.0,0.0012,,0.0012,True,753125277.3553846,False,False
S000039794,2025.0,0.0012,,0.0012,True,880591183.8176923,False,False
S000039795,2013.0,0.0025,,0.0025,True,,,
S000039795,2014.0,0.0012,,0.0012,True,,,
S000039795,2015.0,0.0012,,0.0012,True,,,
S000039795,2016.0,0.0012,,0.0012,True,,,
S000039795,2017.0,0.0012,,0.0012,True,,,
S000039795,2018.0,0.0012,,0.0012,True,214665041.86,False,False
S000039795,2019.0,0.0012,,0.0012,True,205923308.38,False,False
S000039795,2020.0,0.0012,,0.0012,True,272423712.56,False,False
S000039795,2021.0,0.0012,,0.0012,True,223032568.53461537,False,False
S000039795,2022.0,0.0012,,0.0012,True,213449469.3753846,False,False
S000039795,2023.0,0.0012,,0.0012,True,195298975.42,False,False
S000039795,2024.0,0.0012,,0.0012,True,181569250.9076923,False,False
S000039795,2025.0,0.0012,,0.0012,True,202393118.54461536,False,False
S000039806,2013.0,0.0036,0.0035,0.0035,True,,,
S000039806,2014.0,0.0073,0.0035,0.0035,True,,,
S000039806,2015.0,0.0073,0.0035,0.0035,True,,,
S000039806,2016.0,0.0057,0.0037,0.0037,True,,,
S000039806,2017.0,0.0051,0.0036,0.0036,True,,,
S000039806,2018.0,0.0065,0.0035,0.0035,True,67234872.0,True,False
S000039806,2019.0,0.0065,0.0035,0.0035,True,64762157.0,True,False
S000039806,2020.0,0.0054,0.0036,0.0036,True,95621480.0,True,False
S000039806,2021.0,0.0057,0.0035,0.0035,True,72747005.0,True,False
S000039806,2022.0,0.0065,0.0035,0.0035,True,38085605.0,True,False
S000040073,2013.0,0.006,,0.006,True,,,
S000040073,2014.0,0.006,,0.006,True,,,
S000040073,2015.0,0.006,,0.006,True,,,
S000040073,2016.0,0.006,,0.006,True,,,
S000040073,2017.0,0.006,,0.006,True,,,
S000040073,2018.0,0.006,,0.006,True,15619562.71,True,False
S000040073,2019.0,0.006,,0.006,True,32894767.0,True,False
S000040073,2020.0,0.006,,0.006,True,34343778.25,True,False
S000040074,2013.0,0.006,,0.006,True,,,
S000040074,2014.0,0.006,,0.006,True,,,
S000040074,2015.0,0.006,,0.006,True,,,
S000040074,2016.0,0.006,,0.006,True,,,
S000040074,2017.0,0.006,,0.006,True,,,
S000040074,2018.0,0.0061,,0.0061,True,49514807.2,True,False
S000040074,2019.0,0.006,,0.006,True,38205807.43,True,False
S000040074,2020.0,0.006,,0.006,True,36724670.83,True,False
S000040075,2013.0,0.006,,0.006,True,,,
S000040075,2014.0,0.006,,0.006,True,,,
S000040075,2015.0,0.006,,0.006,True,,,
S000040075,2016.0,0.006,,0.006,True,,,
S000040075,2017.0,0.006,,0.006,True,,,
S000040075,2018.0,0.006,,0.006,True,13631956.83,True,False
S000040075,2019.0,0.006,,0.006,True,34574472.16,True,False
S000040075,2020.0,0.006,,0.006,True,30037972.39,True,False
S000040076,2013.0,0.0045,,0.0045,True,,,
S000040076,2014.0,,0.0045,0.0045,True,,,
S000040076,2015.0,0.0045,,0.0045,True,,,
S000040076,2016.0,0.0045,,0.0045,True,,,
S000040076,2017.0,0.0045,,0.0045,True,,,
S000040076,2018.0,0.0045,,0.0045,True,,,
S000040076,2019.0,0.0045,,0.0045,True,464802099.74,False,False
S000040076,2020.0,0.0045,,0.0045,True,727103524.0359178,False,False
S000040076,2021.0,0.0045,,0.0045,True,566888986.1563934,False,False
S000040076,2022.0,0.0045,,0.0045,True,714620715.2,False,False
S000040076,2023.0,0.0045,,0.0045,True,931610499.82,False,False
S000040076,2024.0,0.0045,,0.0045,True,974474690.35,False,False
S000040076,2025.0,0.0045,,0.0045,True,1467057890.04,False,False
S000040076,2026.0,0.0045,,0.0045,True,2597791514.4,False,False
S000040181,2014.0,0.0591,0.0045,0.0045,True,,,
S000040181,2015.0,0.0122,0.0046,0.0046,True,,,
S000040181,2016.0,0.0046,0.0046,0.0046,True,,,
S000040181,2017.0,0.0046,,0.0046,True,,,
S000040181,2018.0,0.0046,,0.0046,True,,,
S000040181,2019.0,0.0046,,0.0046,True,62777129.0,False,False
S000040181,2020.0,0.0047,,0.0047,True,121640543.64,False,False
S000040181,2021.0,0.0046,,0.0046,True,151645815.86,False,False
S000040181,2022.0,0.0046,,0.0046,True,142555657.62230766,False,False
S000040181,2023.0,0.0046,,0.0046,True,154732428.24,False,False
S000040181,2024.0,0.0046,,0.0046,True,140396457.11,False,False
S000040181,2025.0,0.0046,,0.0046,True,135184204.53,False,False
S000040204,2013.0,0.0015,,0.0015,True,,,
S000040204,2014.0,0.0015,,0.0015,True,,,
S000040204,2015.0,0.0015,,0.0015,True,,,
S000040204,2016.0,0.0015,,0.0015,True,,,
S000040204,2017.0,0.0015,,0.0015,True,,,
S000040204,2018.0,0.0015,,0.0015,True,235467774.0,False,False
S000040204,2019.0,0.0015,,0.0015,True,303411404.9,False,False
S000040204,2020.0,0.0015,,0.0015,True,807955233.57,False,False
S000040204,2021.0,0.0015,,0.0015,True,841777276.8623077,False,False
S000040204,2022.0,0.0015,,0.0015,True,507532028.41,False,False
S000040204,2023.0,0.0015,,0.0015,True,320020204.23,False,False
S000040204,2024.0,0.0015,,0.0015,True,329056997.0,False,False
S000040204,2025.0,0.0015,,0.0015,True,326212959.9,False,False
S000040205,2013.0,0.0015,,0.0015,True,,,
S000040205,2014.0,0.0015,,0.0015,True,,,
S000040205,2015.0,0.0015,,0.0015,True,,,
S000040205,2016.0,0.0015,,0.0015,True,,,
S000040205,2017.0,0.0015,,0.0015,True,,,
S000040205,2018.0,0.0015,,0.0015,True,3147299232.0,False,False
S000040205,2019.0,0.0015,,0.0015,True,3562917590.91,False,False
S000040205,2020.0,0.0015,,0.0015,True,4256714043.25,False,False
S000040205,2021.0,0.0015,,0.0015,True,11073178819.702309,False,False
S000040205,2022.0,0.0015,,0.0015,True,13497881841.99,False,False
S000040205,2023.0,0.0015,,0.0015,True,7514073379.22,False,False
S000040205,2024.0,0.0015,,0.0015,True,6807491798.0,False,False
S000040205,2025.0,0.0015,,0.0015,True,6911808189.35,False,False
S000040302,2013.0,,0.0085,0.0085,True,,,
S000040302,2015.0,,0.0085,0.0085,True,,,
S000040302,2016.0,0.0085,,0.0085,True,,,
S000040302,2017.0,0.0085,,0.0085,True,,,
S000040302,2018.0,0.0085,,0.0085,True,60940419.52,True,False
S000040302,2019.0,0.0085,,0.0085,True,64888164.36,True,False
S000040302,2020.0,0.0085,,0.0085,True,71050991.38,True,False
S000040302,2021.0,0.0085,,0.0085,True,55029009.13,True,False
S000040302,2022.0,0.0085,,0.0085,True,53283149.66,True,False
S000040302,2023.0,0.0085,,0.0085,True,159026817.63,False,False
S000040302,2024.0,0.0075,,0.0075,True,555987085.88,False,False
S000040302,2025.0,0.0076,,0.0076,True,1004430379.31,True,False
S000040305,2013.0,,0.0085,0.0085,True,,,
S000040305,2015.0,,0.0085,0.0085,True,,,
S000040305,2016.0,0.0085,,0.0085,True,,,
S000040305,2017.0,0.0085,,0.0085,True,,,
S000040305,2018.0,0.0085,,0.0085,True,9884606.01,True,False
S000040305,2019.0,0.0085,,0.0085,True,9963113.42,True,False
S000040305,2020.0,0.0085,,0.0085,True,6803636.98,True,False
S000040305,2021.0,0.0085,,0.0085,True,7124084.89,True,False
S000040305,2022.0,0.0085,,0.0085,True,12047061.65,True,False
S000040305,2023.0,0.0085,,0.0085,True,41077907.41,False,False
S000040305,2024.0,0.0075,,0.0075,True,257391457.47,False,False
S000040305,2025.0,0.0076,,0.0076,True,495722612.15,True,False
S000040316,2013.0,0.0015,,0.0015,True,,,
S000040316,2014.0,0.0015,,0.0015,True,,,
S000040316,2015.0,0.0015,,0.0015,True,,,
