series,year,gross_er,net_er,fee,is_etf_ever,aum,is_active,is_levinv
S000018727,2014.0,0.0105,0.0095,0.0095,True,,,
S000018727,2015.0,0.012,0.0095,0.0095,True,,,
S000018727,2016.0,0.0103,0.0095,0.0095,True,,,
S000018727,2017.0,0.0112,0.0095,0.0095,True,,,
S000018727,2018.0,0.0118,0.0095,0.0095,True,,,
S000018727,2019.0,0.0126,0.0095,0.0095,True,20807513.16,False,True
S000018727,2020.0,0.0131,0.0095,0.0095,True,18700921.71999999,False,True
S000018727,2021.0,0.0171,0.0095,0.0095,True,9605732.44230769,False,True
S000018727,2022.0,0.0213,0.0095,0.0095,True,7378454.29,False,True
S000018727,2023.0,0.0155,0.0095,0.0095,True,12558511.64,False,True
S000018727,2024.0,0.0219,0.0095,0.0095,True,6804765.16,False,True
S000018727,2025.0,0.0219,0.0095,0.0095,True,4878715.58,False,True
S000018728,2011.0,0.0164,0.0095,0.0095,True,,,
S000018728,2012.0,0.0158,0.0095,0.0095,True,,,
S000018728,2013.0,0.0204,0.0095,0.0095,True,,,
S000018728,2014.0,0.0192,0.0095,0.0095,True,,,
S000018728,2015.0,0.0176,0.0095,0.0095,True,,,
S000018728,2016.0,0.0131,0.0095,0.0095,True,,,
S000018728,2017.0,0.0148,0.0095,0.0095,True,,,
S000018728,2018.0,0.0166,0.0095,0.0095,True,,,
S000018728,2019.0,0.0201,0.0095,0.0095,True,6258032.22,False,True
S000018728,2020.0,0.0178,0.0095,0.0095,True,8474575.64,False,True
S000018728,2021.0,0.0198,0.0095,0.0095,True,6865039.06,False,True
S000018728,2022.0,0.0293,0.0095,0.0095,True,4597230.06,False,True
S000018728,2023.0,0.0217,0.0095,0.0095,True,6376150.04,False,True
S000018728,2024.0,0.0262,0.0095,0.0095,True,4791467.08,False,True
S000018728,2025.0,0.0262,0.0095,0.0095,True,5359057.14,False,True
S000018730,2011.0,0.0146,0.0095,0.0095,True,,,
S000018730,2012.0,0.0133,0.0095,0.0095,True,,,
S000018730,2013.0,0.0156,0.0095,0.0095,True,,,
S000018730,2014.0,0.0228,0.0095,0.0095,True,,,
S000018730,2015.0,0.0262,0.0095,0.0095,True,,,
S000018730,2016.0,0.0192,0.0095,0.0095,True,,,
S000018730,2017.0,0.0211,0.0095,0.0095,True,,,
S000018730,2018.0,0.03,0.0095,0.0095,True,,,
S000018730,2019.0,0.0287,0.0095,0.0095,True,3473244.96,False,True
S000018730,2020.0,0.0383,0.0095,0.0095,True,2534010.07,False,True
S000018730,2021.0,0.0429,0.0095,0.0095,True,2115022.45,False,True
S000018730,2022.0,0.074,0.0095,0.0095,True,1394809.98,False,True
S000018730,2023.0,0.0253,0.0095,0.0095,True,5251310.67,False,True
S000018730,2024.0,0.0618,0.0095,0.0095,True,1562507.06,False,True
S000018730,2025.0,0.0618,0.0095,0.0095,True,1304307.12999999,False,True
S000018731,2011.0,0.0104,0.0095,0.0095,True,,,
S000018731,2012.0,0.0103,0.0095,0.0095,True,,,
S000018731,2013.0,0.0105,0.0095,0.0095,True,,,
S000018731,2014.0,0.0106,0.0095,0.0095,True,,,
S000018731,2015.0,0.0118,0.0095,0.0095,True,,,
S000018731,2016.0,0.011,0.0095,0.0095,True,,,
S000018731,2017.0,0.0115,0.0095,0.0095,True,,,
S000018731,2018.0,0.012,0.0095,0.0095,True,,,
S000018731,2019.0,0.012,0.0095,0.0095,True,33155251.61,False,True
S000018731,2020.0,0.0117,0.0095,0.0095,True,42313547.62,False,True
S000018731,2021.0,0.0126,0.0095,0.0095,True,26383993.89,False,True
S000018731,2022.0,0.0138,0.0095,0.0095,True,21754149.21,False,True
S000018731,2023.0,0.0134,0.0095,0.0095,True,24751889.76,False,True
S000018731,2024.0,0.0144,0.0095,0.0095,True,19284232.3,False,True
S000018731,2025.0,0.0144,0.0095,0.0095,True,10908587.18999999,False,True
S000018732,2011.0,0.0098,0.0095,0.0095,True,,,
S000018732,2012.0,0.0095,0.0095,0.0095,True,,,
S000018732,2013.0,0.0097,0.0095,0.0095,True,,,
S000018732,2014.0,0.0096,0.0095,0.0095,True,,,
S000018732,2015.0,0.0098,0.0095,0.0095,True,,,
S000018732,2016.0,0.0097,0.0095,0.0095,True,,,
S000018732,2017.0,0.0097,0.0095,0.0095,True,,,
S000018732,2018.0,0.0095,,0.0095,True,,,
S000018732,2019.0,0.0097,0.0095,0.0095,True,108832266.24,False,True
S000018732,2020.0,0.0106,0.0095,0.0095,True,46014118.79999999,False,True
S000018732,2021.0,0.011,0.0095,0.0095,True,32471987.28999999,False,True
S000018732,2022.0,0.0099,0.0095,0.0095,True,79881346.73,False,True
S000018732,2023.0,0.0101,0.0095,0.0095,True,67095686.47000001,False,True
S000018732,2024.0,0.0118,0.0095,0.0095,True,24771685.53,False,True
S000018732,2025.0,0.0118,0.0095,0.0095,True,15063867.64,False,True
S000018733,2011.0,0.0093,0.0093,0.0093,True,,,
S000018733,2012.0,0.0092,0.0092,0.0092,True,,,
S000018733,2013.0,0.0093,,0.0093,True,,,
S000018733,2014.0,0.0092,,0.0092,True,,,
S000018733,2015.0,0.0093,,0.0093,True,,,
S000018733,2016.0,0.0093,,0.0093,True,,,
S000018733,2017.0,0.009,,0.009,True,,,
S000018733,2018.0,0.0089,,0.0089,True,,,
S000018733,2019.0,0.009,,0.009,True,1415350061.51,False,True
S000018733,2020.0,0.0092,,0.0092,True,631694290.01,False,True
S000018733,2021.0,0.009,,0.009,True,704076366.06,False,True
S000018733,2022.0,0.0089,,0.0089,True,1426050471.51,False,True
S000018733,2023.0,0.009,,0.009,True,941000745.21,False,True
S000018733,2024.0,0.0091,,0.0091,True,440976040.36,False,True
S000018733,2025.0,0.0091,,0.0091,True,296906650.78,False,True
S000018740,2011.0,0.0104,0.0095,0.0095,True,,,
S000018740,2012.0,0.01,0.0095,0.0095,True,,,
S000018740,2013.0,0.0099,0.0095,0.0095,True,,,
S000018740,2014.0,0.0095,,0.0095,True,,,
S000018740,2015.0,0.0099,0.0095,0.0095,True,,,
S000018740,2016.0,0.0095,,0.0095,True,,,
S000018740,2017.0,0.0098,0.0095,0.0095,True,,,
S000018740,2018.0,0.0098,0.0095,0.0095,True,,,
S000018740,2019.0,0.0099,0.0095,0.0095,True,154370188.75,False,True
S000018740,2020.0,0.0105,0.0095,0.0095,True,76104910.17,False,True
S000018740,2021.0,0.0112,0.0095,0.0095,True,43923672.53153844,False,True
S000018740,2022.0,0.0119,0.0095,0.0095,True,33198289.6,False,True
S000018740,2023.0,0.0116,0.0095,0.0095,True,47137757.83,False,True
S000018740,2024.0,0.0127,0.0095,0.0095,True,25980972.74,False,True
S000018740,2025.0,0.0127,0.0095,0.0095,True,13033799.77,False,True
S000018742,2011.0,0.0105,0.0095,0.0095,True,,,
S000018742,2012.0,0.0102,0.0095,0.0095,True,,,
S000018742,2013.0,0.0103,0.0095,0.0095,True,,,
S000018742,2014.0,0.0102,0.0095,0.0095,True,,,
S000018742,2015.0,0.01,0.0095,0.0095,True,,,
S000018742,2016.0,0.0104,0.0095,0.0095,True,,,
S000018742,2017.0,0.0106,0.0095,0.0095,True,,,
S000018742,2018.0,0.0122,0.0095,0.0095,True,,,
S000018742,2019.0,0.0112,0.0095,0.0095,True,37187660.12,False,True
S000018742,2020.0,0.0115,0.0095,0.0095,True,33531830.02,False,True
S000018742,2021.0,0.0128,0.0095,0.0095,True,23582756.77538461,False,True
S000018742,2022.0,0.0122,0.0095,0.0095,True,27821557.78,False,True
S000018742,2023.0,0.0102,0.0095,0.0095,True,101489451.33,False,True
S000018742,2024.0,0.0117,0.0095,0.0095,True,41263378.2,False,True
S000018742,2025.0,0.0117,0.0095,0.0095,True,17787664.9,False,True
S000018782,2011.0,0.005,,0.005,True,,,
S000018782,2012.0,0.005,,0.005,True,,,
S000018782,2013.0,0.005,,0.005,True,,,
S000018782,2014.0,0.005,,0.005,True,,,
S000018782,2015.0,0.005,,0.005,True,,,
S000018782,2016.0,0.005,,0.005,True,,,
S000018782,2017.0,0.0035,,0.0035,True,,,
S000018782,2018.0,0.0035,,0.0035,True,1615125969.76,False,False
S000018782,2019.0,0.0035,,0.0035,True,1145971461.76,False,False
S000018782,2020.0,0.0035,,0.0035,True,1082535257.96,False,False
S000018782,2021.0,0.0035,,0.0035,True,922906827.69,False,False
S000018782,2022.0,0.0035,,0.0035,True,996081791.0015384,False,False
S000018782,2023.0,0.0035,,0.0035,True,878353324.8030769,False,False
S000018782,2024.0,0.0035,,0.0035,True,1015298058.43,False,False
S000018782,2025.0,0.0035,,0.0035,True,941785862.1507692,False,False
S000018783,2011.0,0.005,,0.005,True,,,
S000018783,2012.0,0.005,,0.005,True,,,
S000018783,2013.0,0.005,,0.005,True,,,
S000018783,2014.0,0.005,,0.005,True,,,
S000018783,2015.0,0.005,,0.005,True,,,
S000018783,2016.0,0.005,,0.005,True,,,
S000018783,2017.0,0.005,,0.005,True,,,
S000018783,2018.0,0.005,,0.005,True,550778436.14,False,False
S000018783,2019.0,0.005,,0.005,True,471540841.46,False,False
S000018783,2020.0,0.005,,0.005,True,454644667.15,False,False
S000018783,2021.0,0.005,,0.005,True,351500856.74,False,False
S000018783,2022.0,0.005,,0.005,True,420998014.8453846,False,False
S000018783,2023.0,0.005,,0.005,True,488354652.2530769,False,False
S000018783,2024.0,0.005,,0.005,True,474864162.28,False,False
S000018783,2025.0,0.005,,0.005,True,379284230.71692306,False,False
S000018784,2012.0,0.0193,0.006,0.006,True,,,
S000018784,2013.0,0.0167,0.006,0.006,True,,,
S000018784,2014.0,0.009,0.006,0.006,True,,,
S000018784,2015.0,0.0064,0.006,0.006,True,,,
S000018784,2016.0,0.006,0.006,0.006,True,,,
S000018784,2017.0,0.006,0.006,0.006,True,,,
S000018784,2018.0,0.006,0.006,0.006,True,533610615.65,False,False
S000018784,2019.0,0.0057,0.0057,0.0057,True,342820449.25,False,False
S000018784,2020.0,0.0058,0.0058,0.0058,True,251596150.2,False,False
S000018784,2021.0,0.0057,0.0057,0.0057,True,238092584.3,False,False
S000018784,2022.0,0.0058,0.0058,0.0058,True,250525786.78,False,False
S000018784,2023.0,0.0058,0.0058,0.0058,True,182258711.25,False,False
S000018784,2024.0,0.0059,0.0059,0.0059,True,165845795.59,False,False
S000018784,2025.0,0.0056,0.0056,0.0056,True,,,
S000018785,2012.0,0.0086,0.006,0.006,True,,,
S000018785,2013.0,0.0074,0.006,0.006,True,,,
S000018785,2014.0,0.0068,0.006,0.006,True,,,
S000018785,2015.0,0.0071,0.006,0.006,True,,,
S000018785,2016.0,0.0071,0.006,0.006,True,,,
S000018785,2017.0,0.0072,0.006,0.006,True,,,
S000018785,2018.0,0.007,0.006,0.006,True,47450109.75,False,False
S000018785,2019.0,0.0085,0.006,0.006,True,48569124.08,False,False
S000018785,2020.0,0.0089,0.006,0.006,True,46044595.66,False,False
S000018785,2021.0,0.0085,0.006,0.006,True,33640877.83,False,False
S000018785,2022.0,0.006,0.006,0.006,True,33084611.08,False,False
S000018785,2023.0,0.006,,0.006,True,24673603.68,False,False
S000018785,2024.0,0.006,,0.006,True,19432709.11,False,False
S000018785,2025.0,0.006,,0.006,True,,,
S000018789,2011.0,,0.0011,0.0011,True,,,
S000018789,2012.0,,0.001,0.001,True,,,
S000018789,2013.0,,0.001,0.001,True,,,
S000018789,2014.0,,0.001,0.001,True,,,
S000018789,2015.0,0.0008,,0.0008,True,,,
S000018789,2016.0,0.0006,,0.0006,True,,,
S000018789,2017.0,0.0006,,0.0006,True,,,
S000018789,2018.0,0.0006,,0.0006,True,1769995147.5250003,False,False
S000018789,2019.0,0.0006,,0.0006,True,2256394106.04,False,False
S000018789,2020.0,0.0006,,0.0006,True,3094025661.7608333,False,False
S000018789,2021.0,0.0006,,0.0006,True,2573421558.889167,False,False
S000018789,2022.0,0.0006,,0.0006,True,2375291371.2466664,False,False
S000018789,2023.0,0.0006,,0.0006,True,2581063965.305,False,False
S000018789,2024.0,0.0005,,0.0005,True,3921816864.075834,False,False
S000018789,2025.0,0.0005,,0.0005,True,4518706793.131666,False,False
S000018861,2011.0,0.0025,0.0025,0.0025,True,,,
S000018861,2012.0,0.0025,0.0025,0.0025,True,,,
S000018861,2013.0,0.0025,0.0025,0.0025,True,,,
S000018861,2014.0,0.0025,0.0025,0.0025,True,,,
S000018861,2015.0,0.0025,0.0025,0.0025,True,,,
S000018861,2016.0,0.0025,0.0025,0.0025,True,,,
S000018861,2017.0,0.0025,0.0025,0.0025,True,,,
S000018861,2018.0,0.0007,0.0007,0.0007,True,,,
S000018861,2020.0,0.0007,0.0007,0.0007,True,13968632186.26,False,False
S000018861,2021.0,0.0007,0.0007,0.0007,True,18039387581.16308,False,False
S000018861,2022.0,0.0007,0.0007,0.0007,True,23137058291.806923,False,False
S000018861,2023.0,0.0005,0.0005,0.0005,True,28564178701.505383,False,False
S000018861,2024.0,0.0005,0.0005,0.0005,True,34202111279.81615,False,False
S000018861,2025.0,0.0005,0.0005,0.0005,True,38636895914.52,False,False
S000019124,2010.0,0.004,,0.004,True,,,
S000019124,2011.0,0.004,,0.004,True,,,
S000019124,2012.0,0.004,,0.004,True,,,
S000019124,2013.0,0.004,,0.004,True,,,
S000019124,2014.0,0.004,,0.004,True,,,
S000019124,2015.0,0.004,,0.004,True,,,
S000019124,2016.0,0.004,,0.004,True,,,
S000019124,2017.0,0.004,,0.004,True,,,
S000019124,2018.0,0.0039,,0.0039,True,10393743820.0,False,False
S000019124,2019.0,0.004,,0.004,True,9612621827.87,False,False
S000019124,2020.0,0.004,,0.004,True,9311429756.22,False,False
S000019124,2021.0,0.0039,,0.0039,True,11665911286.381538,False,False
S000019124,2022.0,0.0039,,0.0039,True,13477786758.41846,False,False
S000019124,2023.0,0.004,,0.004,True,10710855275.83,False,False
S000019124,2024.0,0.004,,0.004,True,9841208039.274616,False,False
S000019124,2025.0,0.004,,0.004,True,9268874510.953846,False,False
S000019125,2011.0,0.0069,,0.0069,True,,,
S000019125,2012.0,0.0069,,0.0069,True,,,
S000019125,2013.0,0.0067,,0.0067,True,,,
S000019125,2014.0,0.0067,,0.0067,True,,,
S000019125,2015.0,0.0069,,0.0069,True,,,
S000019125,2016.0,0.0071,,0.0071,True,,,
S000019125,2017.0,0.0069,,0.0069,True,,,
S000019125,2018.0,0.0067,,0.0067,True,297880339.08692306,False,False
S000019125,2019.0,0.0069,,0.0069,True,255092234.93,False,False
S000019125,2020.0,0.0071,,0.0071,True,194710931.85,False,False
S000019125,2021.0,0.0068,,0.0068,True,298094855.96692306,False,False
S000019125,2022.0,0.007,,0.007,True,373961457.80538464,False,False
S000019125,2023.0,0.007,,0.007,True,356476003.65307695,False,False
S000019125,2024.0,0.0073,,0.0073,True,360696349.36692303,False,False
S000019125,2025.0,0.0072,,0.0072,True,353814192.63384616,False,False
S000019126,2010.0,0.0053,,0.0053,True,,,
S000019126,2011.0,0.0051,,0.0051,True,,,
S000019126,2012.0,0.0053,,0.0053,True,,,
S000019126,2013.0,0.005,,0.005,True,,,
S000019126,2014.0,0.0048,,0.0048,True,,,
S000019126,2015.0,0.0048,,0.0048,True,,,
S000019126,2016.0,0.0048,,0.0048,True,,,
S000019126,2017.0,0.0049,,0.0049,True,,,
S000019126,2018.0,0.0047,,0.0047,True,347111662.1415385,False,False
S000019126,2019.0,0.0049,,0.0049,True,206952426.66,False,False
S000019126,2020.0,0.0051,,0.0051,True,83753256.96,False,False
S000019126,2021.0,0.005,,0.005,True,66121970.22461538,False,False
S000019126,2022.0,0.005,,0.005,True,70515592.94153845,False,False
S000019126,2023.0,0.005,,0.005,True,78658876.71692307,False,False
S000019126,2024.0,0.005,,0.005,True,119264173.14384615,False,False
S000019126,2025.0,0.005,,0.005,True,123915905.80384617,False,False
S000019190,2011.0,0.0024,,0.0024,True,,,
S000019190,2012.0,0.0024,,0.0024,True,,,
S000019190,2013.0,0.0024,,0.0024,True,,,
S000019190,2014.0,0.0024,,0.0024,True,,,
S000019190,2015.0,0.0024,,0.0024,True,,,
S000019190,2016.0,0.0024,,0.0024,True,,,
S000019190,2017.0,0.0024,,0.0024,True,,,
S000019190,2018.0,0.0024,,0.0024,True,,,
S000019190,2019.0,,0.0024,0.0024,True,1671450066.0,False,False
S000019190,2020.0,0.0024,,0.0024,True,1794761968.81,False,False
S000019190,2021.0,0.0024,,0.0024,True,1703572390.5038462,False,False
S000019190,2022.0,0.0024,,0.0024,True,1859018008.092308,False,False
S000019190,2023.0,0.0024,,0.0024,True,1777729118.2353847,False,False
S000019190,2024.0,0.0018,,0.0018,True,1845348178.8353848,False,False
S000019190,2025.0,0.0018,,0.0018,True,1889839685.9123075,False,False
S000019191,2011.0,0.0024,,0.0024,True,,,
S000019191,2012.0,0.0024,,0.0024,True,,,
S000019191,2013.0,0.0024,,0.0024,True,,,
S000019191,2014.0,0.0024,,0.0024,True,,,
S000019191,2015.0,0.0024,,0.0024,True,,,
S000019191,2016.0,0.0024,,0.0024,True,,,
S000019191,2017.0,0.0024,,0.0024,True,,,
S000019191,2018.0,0.0024,,0.0024,True,,,
S000019191,2019.0,,0.0024,0.0024,True,148135063.0,False,False
S000019191,2020.0,0.0024,,0.0024,True,194111446.48,False,False
S000019191,2021.0,0.0024,,0.0024,True,220035902.8953846,False,False
S000019191,2022.0,0.0024,,0.0024,True,237542918.05384615,False,False
S000019191,2023.0,0.0024,,0.0024,True,246481001.19384617,False,False
S000019191,2024.0,0.0024,,0.0024,True,418582763.1861538,False,False
S000019191,2025.0,0.0024,,0.0024,True,511078772.76461536,False,False
S000019192,2011.0,0.002,,0.002,True,,,
S000019192,2012.0,0.002,,0.002,True,,,
S000019192,2013.0,0.002,,0.002,True,,,
S000019192,2014.0,0.002,,0.002,True,,,
S000019192,2015.0,0.002,,0.002,True,,,
S000019192,2016.0,0.002,,0.002,True,,,
S000019192,2017.0,0.002,,0.002,True,,,
S000019192,2018.0,0.002,,0.002,True,,,
S000019192,2019.0,,0.002,0.002,True,202600292.0,False,False
S000019192,2020.0,0.002,,0.002,True,201619225.12,False,False
S000019192,2021.0,0.002,,0.002,True,234922249.25,False,False
S000019192,2022.0,0.002,,0.002,True,320629329.36153847,False,False
S000019192,2023.0,0.0007,,0.0007,True,326879364.14,False,False
S000019192,2024.0,0.0007,,0.0007,True,254206389.66461536,False,False
S000019192,2025.0,0.0007,,0.0007,True,264406821.51,False,False
S000019193,2011.0,0.0035,,0.0035,True,,,
S000019193,2012.0,0.0035,,0.0035,True,,,
S000019193,2013.0,0.0035,,0.0035,True,,,
S000019193,2014.0,0.0035,,0.0035,True,,,
S000019193,2015.0,0.0035,,0.0035,True,,,
S000019193,2016.0,0.0035,,0.0035,True,,,
S000019193,2017.0,0.0035,,0.0035,True,,,
S000019193,2018.0,0.0035,,0.0035,True,,,
S000019193,2019.0,,0.0035,0.0035,True,2517395186.0,False,False
S000019193,2020.0,0.0035,,0.0035,True,3181355790.38,False,False
S000019193,2021.0,0.0035,,0.0035,True,2982048663.871538,False,False
S000019193,2022.0,0.0035,,0.0035,True,3590526794.366923,False,False
S000019193,2023.0,0.0032,,0.0032,True,2994179278.082308,False,False
S000019193,2024.0,0.0032,,0.0032,True,2848350818.753077,False,False
S000019193,2025.0,0.0032,,0.0032,True,3163991441.996923,False,False
S000019225,2011.0,0.0025,,0.0025,True,,,
S000019225,2012.0,0.0025,,0.0025,True,,,
S000019225,2014.0,0.0025,,0.0025,True,,,
S000019225,2015.0,0.0025,,0.0025,True,,,
S000019225,2016.0,0.0025,,0.0025,True,,,
S000019225,2017.0,0.0025,,0.0025,True,,,
S000019225,2018.0,0.0025,,0.0025,True,174835525.2,False,False
S000019225,2019.0,0.0025,,0.0025,True,145382968.94,False,False
S000019225,2020.0,0.0025,,0.0025,True,181739758.264167,False,False
S000019225,2021.0,0.0025,,0.0025,True,249642609.040833,False,False
S000019225,2022.0,0.0025,,0.0025,True,454429324.356667,False,False
S000019225,2023.0,0.0015,,0.0015,True,582374022.7825,False,False
S000019225,2024.0,0.0015,,0.0015,True,720502450.4908334,False,False
S000019225,2025.0,0.0015,,0.0015,True,990231884.56,False,False
S000019228,2011.0,0.005,,0.005,True,,,
S000019228,2012.0,0.005,,0.005,True,,,
S000019228,2014.0,0.005,,0.005,True,,,
S000019228,2015.0,0.005,,0.005,True,,,
S000019228,2016.0,0.005,,0.005,True,,,
S000019228,2017.0,0.005,,0.005,True,,,
S000019228,2018.0,0.0052,,0.0052,True,5246896944.0,False,False
S000019228,2019.0,0.0052,,0.0052,True,4884954930.16,False,False
S000019228,2020.0,0.0052,,0.0052,True,5695012034.06917,False,False
S000019228,2021.0,0.0051,,0.0051,True,6911193449.70167,False,False
S000019228,2022.0,0.005,,0.005,True,6356231278.04167,False,False
S000019228,2023.0,0.005,,0.005,True,4793767866.74083,False,False
S000019228,2024.0,0.0051,,0.0051,True,4372877568.033334,False,False
S000019228,2025.0,0.005,,0.005,True,4175014666.9316664,False,False
S000019229,2011.0,0.005,,0.005,True,,,
S000019229,2012.0,0.005,,0.005,True,,,
S000019229,2014.0,0.005,,0.005,True,,,
S000019229,2015.0,0.005,,0.005,True,,,
S000019229,2016.0,0.005,,0.005,True,,,
S000019229,2017.0,0.005,,0.005,True,,,
S000019229,2018.0,0.005,,0.005,True,,,
S000019229,2019.0,0.005,,0.005,True,4540697537.89333,False,False
S000019229,2020.0,0.005,,0.005,True,3476094901.46,False,False
S000019229,2021.0,0.005,,0.005,True,3022171345.9675,False,False
S000019229,2022.0,0.005,,0.005,True,2799642509.9675,False,False
S000019229,2024.0,0.005,,0.005,True,1561304078.33083,False,False
S000019229,2025.0,0.005,,0.005,True,1459468505.6725,False,False
S000019229,2026.0,0.005,,0.005,True,1245568859.5491667,False,False
S000019230,2011.0,0.005,,0.005,True,,,
S000019230,2012.0,0.005,,0.005,True,,,
S000019230,2014.0,0.005,,0.005,True,,,
S000019230,2015.0,0.005,,0.005,True,,,
S000019230,2016.0,0.005,,0.005,True,,,
S000019230,2017.0,0.005,,0.005,True,,,
S000019230,2018.0,0.005,,0.005,True,1045312980.0,False,False
S000019230,2019.0,0.005,,0.005,True,780549647.06,False,False
S000019230,2020.0,0.005,,0.005,True,680993433.216667,False,False
S000019230,2021.0,0.005,,0.005,True,792102398.876667,False,False
S000019230,2022.0,0.005,,0.005,True,847143403.733333,False,False
S000019230,2023.0,0.005,,0.005,True,638971760.995833,False,False
S000019230,2024.0,0.005,,0.005,True,609476323.8466667,False,False
S000019230,2025.0,0.005,,0.005,True,379413633.68333334,False,False
S000019230,2026.0,0.0023,,0.0023,True,,,
S000019231,2011.0,0.005,,0.005,True,,,
S000019231,2012.0,0.005,,0.005,True,,,
S000019231,2014.0,0.005,,0.005,True,,,
S000019231,2015.0,0.005,,0.005,True,,,
S000019231,2016.0,0.005,,0.005,True,,,
S000019231,2017.0,0.005,,0.005,True,,,
S000019231,2018.0,0.005,,0.005,True,,,
S000019231,2019.0,0.005,,0.005,True,146388236.278333,False,False
S000019231,2020.0,0.005,,0.005,True,116573212.9,False,False
S000019231,2021.0,0.005,,0.005,True,114817974.218333,False,False
S000019231,2022.0,0.005,,0.005,True,116246767.083333,False,False
S000019231,2024.0,0.005,,0.005,True,112891020.766667,False,False
S000019231,2025.0,0.005,,0.005,True,127868741.425,False,False
S000019231,2026.0,0.005,,0.005,True,160598347.25833333,False,False
S000019245,2011.0,0.0035,0.0028,0.0028,True,,,
S000019245,2012.0,0.0028,0.0028,0.0028,True,,,
S000019245,2014.0,0.0028,,0.0028,True,,,
S000019245,2015.0,0.0028,,0.0028,True,,,
S000019245,2016.0,0.0028,,0.0028,True,,,
S000019245,2017.0,0.0028,,0.0028,True,,,
S000019245,2018.0,0.0028,,0.0028,True,1637853713.0,False,False
S000019245,2019.0,0.0028,,0.0028,True,1705047911.62,False,False
S000019245,2020.0,0.0028,,0.0028,True,2193474181.09917,False,False
S000019245,2021.0,0.0028,,0.0028,True,2328358588.88083,False,False
S000019245,2022.0,0.0028,,0.0028,True,2235576742.10167,False,False
S000019245,2023.0,0.0028,,0.0028,True,2126703668.11333,False,False
S000019245,2024.0,0.0028,,0.0028,True,2661159141.0116663,False,False
S000019245,2025.0,0.0028,,0.0028,True,2988890005.0358334,False,False
S000019246,2011.0,0.0036,0.0029,0.0029,True,,,
S000019246,2012.0,0.0028,0.0028,0.0028,True,,,
S000019246,2014.0,0.0028,,0.0028,True,,,
S000019246,2015.0,0.0028,0.0027,0.0027,True,,,
S000019246,2016.0,0.0028,,0.0028,True,,,
S000019246,2017.0,0.0029,0.0028,0.0028,True,,,
S000019246,2018.0,0.0028,,0.0028,True,945396374.9,False,False
S000019246,2019.0,0.0028,,0.0028,True,988381042.19,False,False
S000019246,2020.0,0.0029,0.0028,0.0028,True,1478446998.98667,False,False
S000019246,2021.0,0.0028,,0.0028,True,2285659005.29083,False,False
S000019246,2022.0,0.0028,,0.0028,True,2071882031.1725,False,False
S000019246,2023.0,0.0028,,0.0028,True,1524151727.45333,False,False
S000019246,2024.0,0.0028,,0.0028,True,1369805470.5916667,False,False
S000019246,2025.0,0.0028,,0.0028,True,1003940664.96,False,False
S000019332,2011.0,0.0064,,0.0064,True,,,
S000019332,2012.0,0.0064,,0.0064,True,,,
S000019332,2013.0,0.0063,,0.0063,True,,,
S000019332,2014.0,0.0063,,0.0063,True,,,
S000019332,2015.0,0.0063,,0.0063,True,,,
S000019332,2016.0,0.0063,,0.0063,True,,,
S000019332,2017.0,0.0063,,0.0063,True,,,
S000019332,2018.0,0.0063,,0.0063,True,,,
S000019332,2019.0,0.0063,,0.0063,True,1466268210.88,False,False
S000019332,2020.0,0.0063,,0.0063,True,1571132675.54,False,False
S000019332,2021.0,0.0058,,0.0058,True,1561613341.886923,False,False
S000019332,2022.0,0.0058,,0.0058,True,2274246514.743846,False,False
S000019332,2023.0,0.0058,,0.0058,True,2433581471.8076925,False,False
S000019332,2024.0,0.0058,,0.0058,True,2829388784.073846,False,False
S000019332,2025.0,0.0058,,0.0058,True,2149814503.0,False,False
S000019341,2011.0,0.0025,,0.0025,True,,,
S000019341,2012.0,0.0025,,0.0025,True,,,
S000019341,2013.0,0.0025,,0.0025,True,,,
S000019341,2014.0,0.0025,,0.0025,True,,,
S000019341,2015.0,0.0025,,0.0025,True,,,
S000019341,2016.0,0.0025,,0.0025,True,,,
S000019341,2017.0,0.0025,,0.0025,True,,,
S000019341,2018.0,0.0025,,0.0025,True,,,
S000019341,2020.0,0.0025,,0.0025,True,1322842759.49,False,False
S000019341,2021.0,0.0025,,0.0025,True,1569417456.724615,False,False
S000019341,2022.0,0.0025,,0.0025,True,1846111316.9676924,False,False
S000019341,2023.0,0.0008,,0.0008,True,1841193828.5853848,False,False
S000019341,2024.0,0.0008,,0.0008,True,2337880845.8269234,False,False
S000019341,2025.0,0.0008,,0.0008,True,3178591474.62,False,False
S000019342,2011.0,0.0025,,0.0025,True,,,
S000019342,2012.0,0.0025,,0.0025,True,,,
S000019342,2013.0,0.0025,,0.0025,True,,,
S000019342,2014.0,0.0025,,0.0025,True,,,
S000019342,2015.0,0.0025,,0.0025,True,,,
S000019342,2016.0,0.0025,,0.0025,True,,,
S000019342,2017.0,0.0025,,0.0025,True,,,
S000019342,2018.0,0.0025,,0.0025,True,,,
S000019342,2020.0,0.0025,,0.0025,True,415543922.52,False,False
S000019342,2021.0,0.0025,,0.0025,True,472847396.20461535,False,False
S000019342,2022.0,0.0025,,0.0025,True,530769195.2092308,False,False
S000019342,2023.0,0.0025,,0.0025,True,531003617.42230767,False,False
S000019342,2024.0,0.0025,,0.0025,True,603216427.6907692,False,False
S000019342,2025.0,0.0009,,0.0009,True,752265808.95,False,False
S000019356,2011.0,0.0048,,0.0048,True,,,
